store_name,category1,hashtag
남영동양문 합정점,한식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요"
남영동양문 호매실점,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요"
넛츠비어 미아사거리점,중식,
불끈,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
천하제일 솥뚜껑,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 포장이 깔끔해요, 음악이 좋아요, 잡내가 적어요, 술이 다양해요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 커피가 맛있어요, 컨셉이 독특해요, 차분한 분위기에요, 샐러드바가 잘 되어있어요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
천하제일솥뚜껑 명동점,한식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 뷰가 좋아요, 인테리어가 멋져요, 잡내가 적어요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요"
오늘의 회전초밥,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 포장이 깔끔해요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 주차하기 편해요, 친절해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
오늘의초밥,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 포장이 깔끔해요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
오늘의회전초밥 동탄점,일식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 포장이 깔끔해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
오초오늘의초밥,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 포장이 깔끔해요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
오초오늘의초밥 이천점,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
키보 에다마메,일식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 라이브공연이 훌륭해요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
군몽,양식,"특별한 메뉴가 있어요, 디저트가 맛있어요, 고기 질이 좋아요, 화장실이 깨끗해요, 매장이 청결해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음료가 맛있어요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 양이 많아요, 특별한 날 가기 좋아요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 대화하기 좋아요"
8nrm 팔도강산버거,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음료가 맛있어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
가야가야,일식,"잡내가 적어요, 특별한 메뉴가 있어요, 음식이 빨리 나와요, 가성비가 좋아요, 아늑해요, 차분한 분위기에요, 음식이 맛있어요, 화장실이 깨끗해요, 컨셉이 독특해요, 친절해요, 매장이 청결해요, 현지 맛에 가까워요, 혼밥하기 좋아요, 양이 많아요, 재료가 신선해요, 건강한 맛이에요, 인테리어가 멋져요"
트리플본국밥,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 혼술하기 좋아요, 재료가 신선해요, 인테리어가 멋져요, 포장이 깔끔해요, 음악이 좋아요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
논데,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 대화하기 좋아요"
스낵바 논데,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 양이 많아요, 메뉴 구성이 알차요, 코스요리가 알차요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
참치논데,일식,"술이 다양해요, 가성비가 좋아요, 매장이 청결해요, 음식이 맛있어요, 친절해요, 대화하기 좋아요, 인테리어가 멋져요"
421소호,양식,"특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 빵이 맛있어요, 음료가 맛있어요, 가성비가 좋아요, 음식이 맛있어요, 메뉴 구성이 알차요, 커피가 맛있어요, 사진이 잘 나와요, 차분한 분위기에요, 친절해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요"
줄라이,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 대화하기 좋아요"
비아 톨레도 파스타바,양식,"특별한 날 가기 좋아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 매장이 청결해요, 음식이 맛있어요, 화장실이 깨끗해요, 친절해요, 단체모임 하기 좋아요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 재료가 신선해요, 인테리어가 멋져요"
저저,한식,"잡내가 적어요, 특별한 메뉴가 있어요, 음식이 빨리 나와요, 가성비가 좋아요, 향신료가 강하지 않아요, 매장이 청결해요, 음식이 맛있어요, 컨셉이 독특해요, 친절해요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 재료가 신선해요, 건강한 맛이에요, 음악이 좋아요, 인테리어가 멋져요"
에이넷,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 파티하기 좋아요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 라이브공연이 훌륭해요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 차분한 분위기에요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
팔발라 드 코코 압구정 로데오점,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 술이 다양해요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 커피가 맛있어요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
팔발라 삼청본점,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 디저트가 맛있어요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
조광101,중식,"특별한 메뉴가 있어요, 매장이 청결해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 오래 머무르기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 대화하기 좋아요"
조광201,중식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 대화하기 좋아요"
윰드,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 화장실이 깨끗해요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 빵이 맛있어요, 음악이 좋아요, 음료가 맛있어요, 오래 머무르기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 커피가 맛있어요, 사진이 잘 나와요, 음식이 빨리 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 종류가 다양해요, 건강한 맛이에요, 대화하기 좋아요"
마마리다이닝,기타,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음료가 맛있어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
마마리마켓,한식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 커피가 맛있어요, 친절해요, 건강한 맛이에요, 반찬이 잘 나와요"
피델리오,양식,"특별한 날 가기 좋아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 코스요리가 알차요, 매장이 청결해요, 음식이 맛있어요, 친절해요, 단체모임 하기 좋아요, 매장이 넓어요, 양이 많아요, 재료가 신선해요, 뷰가 좋아요, 인테리어가 멋져요"
묵정,한식,"특별한 메뉴가 있어요, 음식이 맛있어요, 친절해요, 건강한 맛이에요, 인테리어가 멋져요"
블그레,기타,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 오래 머무르기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
띵스버거,양식,
마늘집,한식,"잡내가 적어요, 특별한 메뉴가 있어요, 아늑해요, 가성비가 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 음식이 맛있어요, 고기 질이 좋아요, 매장이 청결해요, 친절해요, 단체모임 하기 좋아요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 재료가 신선해요, 건강한 맛이에요, 인테리어가 멋져요"
전주비빔소리,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
촨촨지우바,중식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요"
부토,기타,"아늑해요, 특별한 메뉴가 있어요, 술이 다양해요, 오래 머무르기 좋아요, 컨셉이 독특해요, 음식이 맛있어요, 차분한 분위기에요, 혼술하기 좋아요, 친절해요, 단체모임 하기 좋아요, 재료가 신선해요, 인테리어가 멋져요, 대화하기 좋아요, 기본 안주가 좋아요"
로기,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 오래 머무르기 좋아요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 대화하기 좋아요"
스큐어,일식,"아늑해요, 특별한 메뉴가 있어요, 술이 다양해요, 가성비가 좋아요, 매장이 청결해요, 음식이 맛있어요, 화장실이 깨끗해요, 혼술하기 좋아요, 친절해요, 컨셉이 독특해요, 현지 맛에 가까워요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 재료가 신선해요, 야외공간이 멋져요, 뷰가 좋아요, 대화하기 좋아요, 인테리어가 멋져요"
보꾸,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 디저트가 맛있어요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음료가 맛있어요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 대화하기 좋아요, 기본 안주가 좋아요"
