store_name,category1,hashtag
뽁식당 고잔점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 포장이 깔끔해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 샐러드바가 잘 되어있어요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 구월점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 배곧점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 주차하기 편해요, 친절해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요"
뽁식당 범계점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 디저트가 맛있어요, 혼술하기 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 부평점,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 수원 금곡동점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 주차하기 편해요, 친절해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 신촌점,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 진주점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 포장이 깔끔해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 트리플스트리트점,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 주차하기 편해요, 친절해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 평거점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 포장이 깔끔해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 주차하기 편해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
뽁식당 행궁동점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 커피가 맛있어요, 컨셉이 독특해요, 차분한 분위기에요, 코스요리가 알차요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
소굿,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 디저트가 맛있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
오복당,중식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 디저트가 맛있어요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
카사 데 타코,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 혼술하기 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
카사 데 타코 송도점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 포장이 깔끔해요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 아이와 가기 좋아요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
카사데타코 신논현점,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
카사데타코 의정부점,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 혼술하기 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
야키토리 묵,일식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 디저트가 맛있어요, 혼술하기 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
야키토리묵 신사점,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
남영탉,기타,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
탄막,한식,"특별한 메뉴가 있어요, 술이 다양해요, 기본 안주가 좋아요, 매장이 청결해요, 음식이 맛있어요, 혼술하기 좋아요, 친절해요, 음악이 좋아요, 메뉴 구성이 알차요, 재료가 신선해요, 건강한 맛이에요, 대화하기 좋아요, 인테리어가 멋져요"
디핀,양식,"특별한 메뉴가 있어요, 디저트가 맛있어요, 고기 질이 좋아요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 양이 많아요, 특별한 날 가기 좋아요, 차분한 분위기에요, 친절해요, 대화하기 좋아요"
디핀옥수,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요"
본연,한식,"좌석이 편해요, 특별한 날 가기 좋아요, 특별한 메뉴가 있어요, 술이 다양해요, 사진이 잘 나와요, 커피가 맛있어요, 매장이 청결해요, 음식이 맛있어요, 친절해요, 매장이 넓어요, 재료가 신선해요, 야외공간이 멋져요, 뷰가 좋아요, 인테리어가 멋져요"
최씨네 피자,양식,
안동집 손칼국시,한식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 잡내가 적어요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요"
즐거운술상,한식,"특별한 메뉴가 있어요, 가성비가 좋아요, 코스요리가 알차요, 매장이 청결해요, 음식이 맛있어요, 오래 머무르기 좋아요, 혼술하기 좋아요, 친절해요, 단체모임 하기 좋아요, 메뉴 구성이 알차요, 재료가 신선해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
나카지마 고에몽,일식,"특별한 날 가기 좋아요, 아늑해요, 특별한 메뉴가 있어요, 오래 머무르기 좋아요, 가성비가 좋아요, 차분한 분위기에요, 음식이 맛있어요, 매장이 청결해요, 친절해요, 주차하기 편해요, 단체모임 하기 좋아요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 재료가 신선해요, 비싼 만큼 가치있어요, 대화하기 좋아요, 인테리어가 멋져요"
스낵바세이지 어부bar,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 파티하기 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
심야식당세이지 연신내본점,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
후후세이지,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 재료가 신선해요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 사진이 잘 나와요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
