store_name,category1,hashtag
야키니쿠세이지 연신내점,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 반찬이 잘 나와요, 대화하기 좋아요"
소금집델리 망원,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 포장이 깔끔해요, 음악이 좋아요, 잡내가 적어요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
소금집델리 센터필드점,양식,"특별한 메뉴가 있어요, 음식이 빨리 나와요, 가성비가 좋아요, 커피가 맛있어요, 음식이 맛있어요, 화장실이 깨끗해요, 주차하기 편해요, 친절해요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 재료가 신선해요, 건강한 맛이에요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요"
소금집델리 스타필드 수원,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 디저트가 맛있어요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 포장이 깔끔해요, 음료가 맛있어요, 잡내가 적어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 커피가 맛있어요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
소금집델리 안국,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 포장이 깔끔해요, 음악이 좋아요, 잡내가 적어요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
소금집델리 현대백화점 무역센터점,양식,"특별한 메뉴가 있어요, 음식이 맛있어요, 친절해요, 포장이 깔끔해요, 혼밥하기 좋아요, 재료가 신선해요, 건강한 맛이에요, 비싼 만큼 가치있어요"
을지로보석,기타,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
아오이토리,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 화장실이 깨끗해요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 빵이 맛있어요, 음료가 맛있어요, 가성비가 좋아요, 음식이 맛있어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 커피가 맛있어요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 종류가 다양해요, 건강한 맛이에요, 대화하기 좋아요"
잭잭,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
엄마밥상,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요"
엄마밥상 다사세천점,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요"
엄마밥상 침산동점,한식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 커피가 맛있어요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
도량,중식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 디저트가 맛있어요, 고기 질이 좋아요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음료가 맛있어요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 커피가 맛있어요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요"
미트컬쳐,양식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 디저트가 맛있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 잡내가 적어요, 술이 다양해요, 아이와 가기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
미미옥 강남 신논현점,일식,"좌석이 편해요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 차분한 분위기에요, 친절해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
미미옥 신용산점,일식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
미미옥 울산점,기타,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 뷰가 좋아요, 인테리어가 멋져요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 특별한 날 가기 좋아요, 커피가 맛있어요, 음식이 빨리 나와요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 건강한 맛이에요"
버거보이 성수낙낙점,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 음료가 맛있어요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
쇼니노,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 고기 질이 좋아요, 혼술하기 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 술이 다양해요, 오래 머무르기 좋아요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 커피가 맛있어요, 사진이 잘 나와요, 코스요리가 알차요, 컨셉이 독특해요, 차분한 분위기에요, 음식이 빨리 나와요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
라까예,양식,"좌석이 편해요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요"
에스콘디도,양식,"특별한 날 가기 좋아요, 술이 다양해요, 특별한 메뉴가 있어요, 가성비가 좋아요, 코스요리가 알차요, 컨셉이 독특해요, 음식이 맛있어요, 혼술하기 좋아요, 친절해요, 메뉴 구성이 알차요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요"
엘몰리노,양식,"특별한 메뉴가 있어요, 디저트가 맛있어요, 화장실이 깨끗해요, 매장이 청결해요, 단체모임 하기 좋아요, 재료가 신선해요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음료가 맛있어요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요"
문쥬스,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 디저트가 맛있어요, 고기 질이 좋아요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 아이와 가기 좋아요, 가성비가 좋아요, 오래 머무르기 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 커피가 맛있어요, 친절해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요, 기본 안주가 좋아요"
와일드플라워,기타,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 디저트가 맛있어요, 고기 질이 좋아요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 반찬이 잘 나와요, 대화하기 좋아요"
나우 남영,양식,"좌석이 편해요, 반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 혼술하기 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 오래 머무르기 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 집중하기 좋아요, 건강한 맛이에요, 대화하기 좋아요"
팟카파우,기타,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 차분한 분위기에요, 친절해요"
아타리,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 대화하기 좋아요"
야키토리 코치,일식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 화장실이 깨끗해요, 고기 질이 좋아요, 혼술하기 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 음료가 맛있어요, 잡내가 적어요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 커피가 맛있어요, 사진이 잘 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 음식이 빨리 나와요, 친절해요, 대화하기 좋아요, 기본 안주가 좋아요"
야키토리혼바,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 코스요리가 알차요, 차분한 분위기에요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
코치,일식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 단체모임 하기 좋아요, 재료가 신선해요, 환기가 잘 돼요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 현지 맛에 가까워요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 혼밥하기 좋아요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
트리드,양식,"특별한 날 가기 좋아요, 특별한 메뉴가 있어요, 가성비가 좋아요, 코스요리가 알차요, 매장이 청결해요, 음식이 맛있어요, 고기 질이 좋아요, 화장실이 깨끗해요, 친절해요, 주차하기 편해요, 단체모임 하기 좋아요, 혼밥하기 좋아요, 양이 많아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 대화하기 좋아요, 인테리어가 멋져요"
포그,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 재료가 신선해요, 환기가 잘 돼요, 야외공간이 멋져요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
이야이야앤프렌즈,양식,"반려동물과 가기 좋아요, 특별한 메뉴가 있어요, 디저트가 맛있어요, 매장이 청결해요, 화장실이 깨끗해요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 재료가 신선해요, 야외공간이 멋져요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 빵이 맛있어요, 음악이 좋아요, 음료가 맛있어요, 오래 머무르기 좋아요, 가성비가 좋아요, 직접 잘 구워줘요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 커피가 맛있어요, 사진이 잘 나와요, 컨셉이 독특해요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 집중하기 좋아요, 종류가 다양해요, 건강한 맛이에요, 대화하기 좋아요"
사브서울,양식,"특별한 메뉴가 있어요, 매장이 청결해요, 화장실이 깨끗해요, 혼술하기 좋아요, 룸이 잘 되어있어요, 단체모임 하기 좋아요, 비싼 만큼 가치있어요, 파티하기 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 오래 머무르기 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 차분한 분위기에요, 친절해요, 주차하기 편해요, 대화하기 좋아요, 기본 안주가 좋아요"
더 시옷,양식,"특별한 메뉴가 있어요, 향신료가 강하지 않아요, 매장이 청결해요, 고기 질이 좋아요, 화장실이 깨끗해요, 디저트가 맛있어요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 양이 많아요, 메뉴 구성이 알차요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 코스요리가 알차요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 건강한 맛이에요, 대화하기 좋아요"
이도 용산,한식,"특별한 메뉴가 있어요, 매장이 청결해요, 고기 질이 좋아요, 혼술하기 좋아요, 단체모임 하기 좋아요, 재료가 신선해요, 비싼 만큼 가치있어요, 뷰가 좋아요, 인테리어가 멋져요, 아늑해요, 음악이 좋아요, 술이 다양해요, 가성비가 좋아요, 음식이 맛있어요, 매장이 넓어요, 혼밥하기 좋아요, 메뉴 구성이 알차요, 양이 많아요, 특별한 날 가기 좋아요, 음식이 빨리 나와요, 사진이 잘 나와요, 차분한 분위기에요, 컨셉이 독특해요, 친절해요, 주차하기 편해요, 건강한 맛이에요, 대화하기 좋아요, 기본 안주가 좋아요"
